Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,End Date,Status,Assessor.1,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
Dugg,05-01-LD,2,2019-07-17,B,LRxGR,M,D,Home bred,Graham,11/02/2018,01/05/2019,25/10/2019,AD,B,,,2.0,4.0,2.0,,,,dog came back and stood in front of handler and then handler put lead on ,,2,2,1,3,,,3,,,2.0,"ended up getting up and back paws went off the platform, handler had to reproach the platform",,3,3.0,,"as down went down on platform he was half off the platform, hander did down on ground ",,3.0,3,No,No,,went up on table on 2nd aproach,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,3,3,1,4,2,3.0,3.0,3.0,3,2.0,4,,,,2,would look away only briefly ,,Left,3.0,1,1.0,,2.0,,,4,,,"dog was near handler, handler moved and dogfollowed",,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,No,,,,2.0,1.0,4.0,,4.0,,,3.0,2.0,2.0,3.0,2.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Elf,04-07-LE,2,2019-07-03,A,LRx,M,E,IGDB,Frances,12/03/2018,24/04/2019,25/11/2019,GD,A,,,5.0,5.0,1.0,He was sniffing and exploring but didnt veer too far off from his handler for the most part and went only as far as a few feet in total,,1.0,,,3,4,3,1,Loads of tension during the walk - so much so that you can hear the tension in the collar from his excessive panting and wheezing ,,3,"Sat down immediately after being told to sit - no stand demonstrated at first. Demonstrated stand at the end. Gave him the benefit of doubt and instead of an official 3 attempts I counted as 2 attempts as he was originally asked to stand when he ignored it/didnt understand it and sat, and then once when he broke it toward the end ",,4.0,Sat without being asked - when he was actually asked to stand. Maintained this position however and didnt break it once ,,4,3.0,,A slight bit of scenting and in good posture while lying - but not relaxed I wouldnt say. Quite alert to his surroundings,,4.0,3,No,No,,I went with co-operative because of his paw sensitivity and because he was a little shaky in his hindquarters when he was being checked. His demeanour also changed slightly ,,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,,There was a change to his neutral state but I think not from the tea towel. i believe he heard a food/ recall whistle and it took his mind off of the towel completely and hence I feel he was indifferent but he definitely had a change to his neutral state due to the whistle,,3,2,2,6,1,2.0,2.0,2.0,3,4.0,4,,I think there was a lot of handler intervention here which does mask alot of what I believe the true behaviour was ,,4,"He is very ""all over the place"" - not sure what to be more excited about - the kong or the assessor or the dog barking. But he is definitely showing high interest in the kong. Lifts hind quarters and stands with tail wagging excitedly, whines and lip smacks",,Left,3.0,1,1.0,,2.0,,,3,0.0,,"Stands from his seated position, tail wagging but does not leave the handlers side",,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,Stays standing but makes no attempt to seek attention and remains calm,,1.0,1.0,3.0,,2.0,,,4.0,1.0,2.0,2.0,1.0,No,,,4.0,slight activation - tail wagging quite fast,,,4.0,,No real reaction just impulse to investigate,,,,,,,,,,,
Flora,05-02-LF,1,2019-05-23,A,LRxGR,F,F,Home bred,Graham,16/03/2018,01/05/2019,20/12/2019,GD,A,,,2.0,5.0,1.0,Strange posture and gait due to the strap around chest. Quite activated and excited about the environment. Scratching constantly,,1.0,,,3,3,2,1,Goes between heel position and walking out. Very activated and excited still at this stage. Gave a slight leap at one stage and wanting to run out every now and then,,1,When initially asked to stand she sits and then subsequently lies down shortly after. Standing attempted toward end of the round. Very activated still and highly distracted by dogs barking in the background. Not focused really at all. ,,3.0,Sat without being asked to. Assessor said to leave her to sit for this round. Lies down soon after. Then assumes sit of own accord. Still very activated,,3,1.0,,"Broke down command but assessor said to allow dog to keep standing thereafter. Lying down he was shift weight, falling off sides, highly activated and needing a sufficient amount of handler support. He was very enthralled by his handler. ",,4.0,1,No,No,,highly activated and wanting to jump off the table. Tail wagging consistently and frantically and loads of panting,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,"1st response - was moving but more out of hyperactivity than to try to get it off. However posture did stoop a little and thus not completely indifferent
2nd response - did move but toward the sound of the dogs barking. Still  very activated and very distracted by the dogs barking in the background",,3,2,6,6,2,2.0,4.0,6.0,4,5.0,6,,Doesnt lick the persons hand but does wag tail very frantically and I think perhaps doesnt approach due to handler intervention,,4,Whining and doesnt break sit but does nudge forward and backward to gain handlers attention,,None,4.0,1,2.0,,2.0,Intensely nudging and licking the kong ,,3,0.0,,Doesnt interact or even run after dog but when handlers leaves off toward the crate she shows more interest by going to gate and not wanting to come back,,2.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,No,,,,1.0,2.0,3.0,,2.0,,,3.0,3.0,2.0,3.0,1.0,No,,Ran toward with tail wagging frantically,4.0,,,,6.0,,"ran toward source, with heightened posture (curiosity)",,,,,,,,,,,
Flora,05-02-LF,2,2019-07-16,A,LRxGR,F,F,Home bred,Graham,16/03/2018,01/05/2019,20/12/2019,GD,A,,,1.0,5.0,1.0,Loads of scratching - strap over chest. Counter surfing. ,,1.0,,,3,3,2,2,Loads of scenting. Urination. Still scenting after urination (was not scenting only due to the urge to urinate). Occasionally walks ahead but for the most part walks at heel,,3,Scenting. Broke stand and sat. Wasnt corrected. Stand resumed after broken sit - wasnt seen for very long ,,3.0,"Wasnt asked to sit. Broke the sit at the end, and then assessor requested to move onto the stand. ",,4,3.0,,Drops to the side (more settled) toward the end,,4.0,4,No,No,,,,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,"First attempt - backs up a bit 
Second attempt slight drop in posture and change in level of activation",,1,3,3,5,1,2.0,3.0,2.0,2,4.0,6,,,,2,Well behaved - good self modulation,,Left,3.0,1,1.0,,2.0,,,6,1.0,,Paces alongside gate,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,2.0,,,4.0,1.0,1.0,,1.0,No,,Whining from the dog in the crate or from this dog? I think more from the crated dog. ,3.0,,,,6.0,,Runs towards and investigates ,,,,,,,,,,,
Fawn,05-03-LF,1,2019-05-29,B,LR,F,F,Home bred,Catherine,16/03/2018,01/05/2019,25/11/2019,GD,B,,,1.0,5.0,1.0,,,,dog had just gone to the handler after spending most of the time exploring handler,,3,3,2,2,handler and dog did loop x 5,,4,,,3.0,dog got up and sat again,,3,,,cant see if dog is settles as handler is in the way and stay crouched beside the dog ,,4.0,3,No,Yes,,dog anxious during vet check.,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,"on 2nd time, dog played and jumped to get tea towel from handler",,6,4,5,6,4,5.0,5.0,6.0,4,5.0,7,,"dog very distracted, handler used a lot of vocal leave it",,4,"jumped once when handler got given the kong, sat in front then fine, kept looking over briefly, got up and stood beside the handler",,None,3.0,3,1.0,,2.0,"handler put kong down a little bit away, dog picks up kong and moves slightly away from original spot",,6,2.0,,distraction dog carried dog toy,,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,,,,2.0,1.0,5.0,,5.0,dog gets excited,,,2.0,1.0,1.0,1.0,No,,,4.0,jumps up at handler,,,6.0,,pulls strongly to the bucket after it is dropped but ignores it the second time,,,,,,,,,,,
Zeb,05-04-LZ,1,2019-05-22,A,LR,M,Z,Private breeder,Catherine,06/04/2018,01/05/2019,06/08/2019,W,A,,,5.0,2.0,1.0,Very unsure. Tail tucked. Doesnt leave the initial spot handler left him in for a long while. Handler mentions body sensitivity. ,,1.0,,,2,1,1,2,"Occasionally goes ahead, rarely drops back more consistently walks beside / at heel",,4,,,4.0,,,4,4.0,,Handler knelt down beside him. ,,,3,No,No,,"Didnt attempt the table (think the dog was very new in training). Didnt love the body check, but was cooperative",,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,I think because of the strap around chest the cloth was neither here nor there,,3,2,2,6,1,2.0,4.0,5.0,3,5.0,4,,Startle reaction to the second time round with the car. Very food distracted,,4,"Didnt want to sit at first and once he saw the handler had treats was more obsessed with treats, But before that he was definitely heavily enthralled with the kong. No seriously inappropriate behaviour shown ",,Righ,3.0,1,1.0,,2.0,,,4,2.0,,On recall - appeared like he would come back on first call but then gets distracted by a scent and only comes back on second command,,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,Settled reasonably easily,,1.0,1.0,3.0,,3.0,,,4.0,3.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,Slight increase in pace. Investigates,,,,,,,,,,,
Zeb,05-04-LZ,2,2019-07-17,A,LR,M,Z,Private breeder,Catherine,06/04/2018,01/05/2019,06/08/2019,W,A,,,1.0,5.0,1.0,,,1.0,Handler did need to take a step closer but did come on first call,,1,1,1,4,,,4,Not keen on platform. Handler doesnt use the platform ,,1.0,Poor response seems to be related to body sensitivity - took many attempts to get him into a sit but once sitting he didnt break,,2,3.0,,Took many attempts to get him into sit and down but was improved from the sit. Handler remained in crouched position. Needed lots of handler support here or I believe he would have been more unsettled,,1.0,4,No,No,,From tail carriage one might assume that he was only being cooperative but his tail carriage is very low throughout (body sensitivity?),,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,Definitely not comfortable and tries to escape and when the towel is taken off the first time he tries to hide under the table,,3,2,3,6,1,2.0,2.0,6.0,3,5.0,4,,,,5,Jumps up twice during first presentation but maintains sit during the concentration phase - still quite enthralled though,,Left,3.0,3,3.0,,4.0,Does let go but tries to get it back by jumping up at the handler,,2,1.0,,At first doesnt leave the handlers side - doesnt leave for most of the time. Then runs to the crate rather than the dog,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,3.0,1.0,,1.0,No,,Whining coming from the dog in the crate in my opinion. ,1.0,,,,4.0,,Slight increase in pace and investigates,,,,,,,,,,,
Fawn,05-03-LF,2,2019-07-17,B,LR,F,F,Home bred,Catherine,16/03/2018,01/05/2019,25/11/2019,GD,B,,,1.0,5.0,1.0,,,1.0,,,3,4,3,1,dog mostly walks ahead of handler,,3,dog moved as saw treats,,4.0,,,4,3.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,played a lot with the tea towel,,6,5,6,6,6,5.0,6.0,6.0,4,5.0,6,,very distracted in general,,4,"dog sits, looks briefly away twice",,None,3.0,2,1.0,,2.0,,,5,,,"dog distraction didn't have a collar on, ended up off lead and in with the dog being tested. No recall done.",,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,1.0,4.0,,4.0,"dog came out and moved away from handler initially, but then returned and enjoyed being petted",,4.0,2.0,2.0,2.0,1.0,No,,,4.0,handler didn't interact much iniatially,,,6.0,,bucket ignored 2nd time,,,,,,,,,,,
Eldin,05-05-LE,1,2019-05-29,B,LRx,M,E,Home bred,Rose,12/03/2018,01/05/2019,13/12/2019,GD,B,,,2.0,4.0,1.0,,,,dog had naturally come back to the handler,,2,2,2,3,,,4,,,4.0,,,4,3.0,,,,4.0,2,Yes,No,,anxious panting during vet exam,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,"doesn't move 2nd time, just turns around and removes it with his mouth",,6,5,5,1,5,4.0,4.0,5.0,3,4.0,7,,"didn't go near the food bowl the first time, went around 3 times",,4,"dog sat initially but then walk away, unsure if dog was aware of the stuffed kong, shown again and dog sat and waited for it.",,Both,3.0,2,2.0,,2.0,"dog sat for a short while and then walked away from the handler, dog may not have realised the handler had a stuffed kong, called dog back and showed him the kong.",,3,0.0,,dog moved after dog distraction dog had gone in,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,just stood there,,1.0,1.0,3.0,,4.0,gets tea towel off the chair and brings to handler,,4.0,2.0,2.0,1.0,1.0,No,,jumped up on the wall ,3.0,,,,5.0,,wanted to go toward the bucket,,,,,,,,,,,
Eldin,05-05-LE,2,2019-07-17,B,LRx,M,E,Home bred,Rose,12/03/2018,01/05/2019,13/12/2019,GD,B,,,4.0,3.0,2.0,"urinated soon after going in, may be due to stress or not going before he came down.",,,dog was following handler around as handler had clean up after dog had urinated,,2,4,2,1,occasionally dog walked beside handler but mainly ahead,,4,panting,,3.0,,,4,3.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,,,2,4,3,4,2,3.0,3.0,3.0,3,3.0,5,,"2nd time, handler used more voice ",,4,got up once from the sit to move closer to the handler,,Both,3.0,2,2.0,,2.0,"hard to see, relying on what is being said",,3,0.0,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,2.0,2.0,1.0,1.0,No,,,3.0,,,,4.0,,walked over and looked in the bucket,,,,,,,,,,,
Zodiac,04-04-LZ,1,2019-05-20,B,LR,M,Z,Private breeder,Rose,06/04/2018,24/04/2019,25/10/2019,GD,B,,,1.0,5.0,1.0,calmly explored ,,1.0,,,2,3,2,2,,,4,,,4.0,,,4,2.0,,"handler stayed crouched down beside dog, dog tail would wag every so often.",,3.0,3,No,No,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,4,4,3,4.0,3.0,4.0,3,3.0,5,,,,4,sits ,,,2.0,1,1.0,,2.0,can't see if dog uses paws due to grooming table,,7,1.0,,,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,,"could hear dog whining, hard to tell which dog",,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,looks at it.,,,,,,,,,,,
Zodiac,04-04-LZ,2,2019-07-17,B,LR,M,Z,Private breeder,Rose,06/04/2018,24/04/2019,25/10/2019,GD,B,,,1.0,5.0,1.0,,,1.0,,,2,2,2,2,,,4,,,3.0,,,4,4.0,,,,3.0,3,No,No,,"tried to jump up, ended up being lifted ",,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,3,3,4,4,1,1.0,3.0,4.0,3,3.0,4,,dog was very focus on food bowl on second round,,4,sits calmly with tail wagging,,None,3.0,2,2.0,,2.0,"dog picks kong up after awhile, walks around and returns to be near the handler",,7,,,dog had come back to handler naturally,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,2.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Ebbi,05-14-LE,1,2019-06-13,A,LRx,F,E,IGDB,Graham,12/03/2018,15/05/2019,25/10/2019,AD,A,,,2.0,5.0,2.0,Does come back to handler every now and then but more co-incidentally. Came back to handler purposely at very end. High scenting. Occasional body shakes - portraying body sensitivity. Panting. Would say Ebbi is stressed/anxious,,1.0,,,3,4,4,5,"At times Ebbi walks alongside her handler however, for the most part, she is highly excited and pulling to the extent of tension that causes her to pant and wheeze. Loads of body shaking exhibited with the walk - more than the original familiarisation phase. Defecated on her walk (perhaps a full bowel would explain the stress levels and pulling). Pulling less severe and panting toned down - no more wheezing - after defecation. ",,3,Didnt use platform. Started very well - got bored mid-way and waiting for more handler input,,1.0,Took many attempts (even with a lure) to complete a sit. Broke sit once too (boredom and looking for handler input/further instruction) - would say she might be quite food distracted. ,,1,1.0,,"Would only go down down for a food lure. Then broke down and handler struggled to get her to go back. Broke it a second time, and then maintained the third down. Handler had to be sitting on floor in order to achieve. ",,3.0,4,No,No,,Bit of continued panting - nothing serious. But tail wagging through most of it. ,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,,First attempt - does walk around handler but wouldnt say this would be an attempt to get it off - more seeking handler input. ,,2,3,3,2,2,3.0,2.0,2.0,2,2.0,6,,,,2,Attention on the kong at times but at other times she is looking around the room. Not overly interested and never broke her sit,,Left,3.0,1,1.0,,2.0,,,4,0.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,Spent most of the time standing and looking back between assessor and handler. Not settled but not terribly stressed,,1.0,1.0,4.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,jumped up against gate once. ,3.0,,,,4.0,,"slight change in head positioning, investigated very briefly thereafter. Quick recovery",,,,,,,,,,,
Ebbi,05-14-LE,2,2019-07-31,A,LRx,F,E,IGDB,Graham,12/03/2018,15/05/2019,25/10/2019,AD,A,,,4.0,5.0,1.0,High scenting. Does sniff around in exploration but keeps regularly and reasonably orientated to handler - doesn't veer too far off. ,,1.0,,,1,1,1,2,A little bit of shaking. Handler doesnt create too wide a walking path - keeps a relatively small circle. I think perhaps if the circle was widened the dog might be slightly more distracted. ,,4,Handler touched hind-quarters resulting in a slight break of stand but I havent counted this ,,1.0,handler asks many times without success. Dog reverses off the platform and a few times after when the handler tries to get a sit. Once sitting Ebbi maintains.  ,,1,1.0,,"Very hesitant to assume down position, eventually goes down but breaks shortly after and then refuses to go down again thereafter. Either stubbornness or body sensitivity - handler mentions that she regularly struggles but that she is also quite body sensitive. Assessor suggests that they move on but handler decides to rather keep trying even attempting a new position. Ends with refusal. ",,1.0,3,No,No,,Dog vocalisation heard from the crated dog. ,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,Heavy dog vocalisation from the crated dog,,2,3,3,2,1,2.0,1.0,2.0,2,2.0,6,,,,2,Looks away every now and then but mostly has focused attention. Good behaviour though and no jumping up or broken sit once she is asked to sit. ,,Righ,3.0,1,1.0,,2.0,,,5,0.0,,"While Ebbi wasnt called and she followed willingly, handler walked up to Ebbi to gain attention and then Ebbi began following",,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,Crated dog vocalisation. Did sit on her own at the end there. Although mostly sniffing / standing - did seem calm. ,,1.0,1.0,4.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,Was sniffing the corner a bit but more time orientated and perhaps displacement than exploration. ,1.0,,,,3.0,,,,,,,,,,,,,
Herbie,07-02-LH,1,2019-07-29,A,LRxGR,M,H,IGDB,Graham,11/05/2018,02/07/2019,,GD,A,,,5.0,1.0,5.0,Whining just about constantly - even with handler right next to him. ,,,Dog right next to handler. Handler just pops on lead - doesnt call,,3,4,3,2,"Speed and tension varies alot. From falling behind to pulling ahead ,walking infront pulling to the side (distraction based). I have selected the second option as this was the more regular S&T but this was not indicative of it being regular by any means. ",,3,Posture slightly low in fore-quarters. Rotated position toward the end,,2.0,I dont think Herbie heard the first request. Broke and rotated during latter part of the exercise. Vocalisation heard but I tihnk it is the crated dog.,,1,1.0,,"A little overly activated by the test. Kept breaking commands, and rotating, with handler at times having to re-approach completely. When he did maintain the down for a while, he was sniffing and not settled. ",,4.0,1,No,No,,Handler remarks on body sensitivity. Vocalises (whining). Handler remarks on half a growl. When handler checked front paws Herbie back away and tried to jump off the table backward then sat down when he was stopped from jumping off. Handler and assessor agree not to continue the body check. ,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,6,5,2.0,1.0,6.0,3,4.0,6,,No car remote so car is stationary throughout the test. I tested on the stationary car. ,,5,Quite consistently lifting hind-quarters and jumps up against handler at the end,,Both,3.0,1,1.0,,2.0,,,3,0.0,,,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,No,,,,1.0,2.0,3.0,,3.0,,,3.0,4.0,1.0,2.0,1.0,No,,,3.0,,,,3.0,,More distracted by the assessor I would say,,,,,,,,,,,
Herbie,07-02-LH,2,2019-09-17,A,LRxGR,M,H,IGDB,Graham,11/05/2018,02/07/2019,,GD,A,,,4.0,2.0,1.0,Barking and whining - but I dont know if that is from the crated dog or from Herbie. Camera has a slight blind spot next to the gate and part of the examination table .,,1.0,,,2,2,2,2,,,4,,,2.0,Needed a lure. Once seated did maintain well until the end when he broke and then handler struggled to get the sit again. ,,1,1.0,,,,4.0,1,No,No,,Immediate back up as soon as handler began checking ears and mouth. When handler checked paws he reversed off the table. They attempted again and he tried to jump off again. Assessor moves on. ,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,2,3,3,4,1,2.0,3.0,5.0,3,3.0,6,,,,5,Lifts hindquarters twice and jumps up at handler once,,Both,3.0,3,1.0,,2.0,,,4,0.0,,Walked very calmly toward dog. Not a high interest at all.,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,Sits almost immediately. Interest in the sounds coming from the dog in the crate (chewing sounds). Panting and swapping attention from handler to crated dog. ,,1.0,1.0,3.0,,2.0,,,5.0,1.0,2.0,1.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Evie,07-03-LE,1,2019-07-29,A,LRxGR,F,E,IGDB,Rose,03/12/2018,02/07/2019,02/02/2020,GD,A,,,3.0,5.0,1.0,,,2.0,,,1,1,1,2,,,3,,,1.0,,,3,1.0,,Handler stays on haunches next to dog. Loads of scenting which led to a break at the end. Assessor decided to move on to body check,,4.0,3,No,No,,Tail lower - change in neutrality. But stood still for the exam. ,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,"Both responses were the same. An initial turn of the head, tail low and slow, and then no further attempts to look at or pull the towel off. ",,3,3,2,4,1,2.0,1.0,2.0,2,2.0,5,,Car not working on first response. Scored on stationary car. Car only reverse on second response. Faulty?,,4,"Lifts hindquarters a handful of times, but modulates nicely and does not jump up. ",,Righ,3.0,3,1.0,,2.0,Only used right paw toward the very end. Otherwise mostly just pushed the kong around on the floor with nose and then carried to the mat. ,,5,1.0,,Moves toward dog immediately (as soon as she notices it) but not overly interested.,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,2.0,2.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Eliza,05-22-LE,1,2019-06-18,B,LRx,F,E,IGDB,Catherine,12/03/2019,28/05/2019,12/11/2019,W,B,,,5.0,1.0,1.0,,,,dog went into a down naturally beside the handler ,,1,1,1,3,,,2,started on the platform and went to doing it on the ground,,3.0,,,4,4.0,,settled,,4.0,3,No,Yes,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,,,,2,4,3,1,3,4.0,3.0,5.0,3,2.0,5,,,,4,"dog sits and then goes into a down, keeps looking at handler calmly",,Righ,3.0,1,2.0,,2.0,handler moves  with dog for camera but it is too near the table ,,3,0.0,,,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Eliza,05-22-LE,2,2019-08-12,B,LRx,F,E,IGDB,Catherine,12/03/2019,28/05/2019,12/11/2019,W,B,,,2.0,4.0,2.0,handle moves around toward slightly,,1.0,,,1,1,1,2,,,4,,,2.0,,,4,3.0,,,,4.0,3,No,No,,Looks like dog doesn't licks or mouths as handle was in between camera and dog ,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,,,,1,4,4,3,4,3.0,3.0,3.0,2,2.0,5,,,,2,"used ragger, no kong, dog sits and goes into a down eventually",,,,1,,,,ragger used instead of kong,,3,0.0,,,,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,2.0,,2.0,handler mentions only has dog three days,,3.0,3.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,bucket was placed on the ground,,,,,,,,,,,
Edrick,05-11-LE,1,2019-06-13,B,LRx,M,E,IGDB,Rose,12/03/2018,15/05/2019,09/07/2020,GD,B,,,2.0,4.0,2.0,,,1.0,,,1,2,2,2,,,2,,,4.0,went from a stand into a sit without being asked,,4,3.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,5,4,6,3,5.0,3.0,5.0,4,5.0,7,,,,4,"sat, then went into a down",,Righ,3.0,1,2.0,,2.0,he definitely used his right but dog was lying with his back towards camera,,4,2.0,,,,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,No,,,,,,,,,handler didn't interact with dog,,5.0,1.0,1.0,3.0,1.0,No,,,4.0,"handler commented that they had forgotten to do the petting after the crate, they stayed longer interacting but I didn't score as it didn't happen after the crate.",,,4.0,,,,,,,,,,,,,
