Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Label,Outcome,BT Start,BT Duration,Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Response,Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Response,Sitting-Response,Lying-Response,Lying-Settled,Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Return-Handler,Dog-Response,Dog-Call Back Response,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Responsiveness-After,Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Reunion-Response,Noise-Confidence,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarization-Dog-Call,S-Obedience_mean,S-Obedience_prod,S-Sensitivity_mean,S-Sensitivity_prod,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Eldin,05-05-LE,2,2019-07-17,B,LRx,M,E1,IGDB,2018-03-12,2019-05-01,2019-12-13,226 days,GD,2.0,Success,15:34:19,0:16:15,4.0,3.0,2.0,,2.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,4,3,4,2,3.0,3.0,3.0,3.0,3.0,5.0,4.0,got up once from the sit to move closer to the handler,Both,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,No,4.0,4.0,3.0,8.0,3.0,9.0,0.0,1.0,3.0,8.0,1.0,1.0,,3.6666666666666665,48.0,1.75,0.0,2.833333333333333,2.833333333333333,3.25,96,2.75,54.0,-0.5,2.75,48.0,2.5,4.0,2.0,12.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,4.0,0.0,3.6666666666666665,48.0
Zodiac,04-04-LZ,1,2019-05-20,B,LR,M,Z1,Private breeder,2018-04-06,2019-04-24,2019-10-25,184 days,GD,2.0,Success,14:13:22,0:13:53,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,4,4,4,4,3,4.0,3.0,4.0,3.0,3.0,5.0,4.0,sits ,,2.0,1.0,1.0,2.0,8.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,2.5,6.0,3.0,9.0,0.5,3.0,1.0,1.0,1.5,2.0,-1.0,4.0,64.0,1.5,0.0,1.6666666666666667,1.6666666666666667,4.0,256,3.5,144.0,-0.5,2.25,16.0,5.0,16.0,1.5,4.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,0.0,3.6666666666666665,48.0
Ebbi,05-14-LE,1,2019-06-13,A,LRx,F,E1,IGDB,2018-03-12,2019-05-15,2019-10-25,163 days,AD,1.0,Success,14:54:56,0:16:45,2.0,5.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,2,3,3,2,2,3.0,2.0,2.0,2.0,2.0,6.0,2.0,Attention on the kong at times but at other times she is looking around the room. Not overly interested and never broke her sit,Left,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,4.0,16.0,2.0,4.0,-2.0,-12.0,2.0,4.0,1.0,1.0,0.0,1.6666666666666667,3.0,1.75,0.0,1.0,1.8333333333333333,2.5,36,2.25,24.0,-0.25,2.0,12.0,3.0,5.0,1.75,6.0,1.25,2.0,1.0,1.0,2.5,4.0,2.5,4.0,2.5,4.0,2.333333333333333,5.0,0.0,4.0,64.0
Ebbi,05-14-LE,2,2019-07-31,A,LRx,F,E1,IGDB,2018-03-12,2019-05-15,2019-10-25,163 days,AD,1.0,Success,14:14:49,0:17:31,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,2,3,3,2,1,2.0,1.0,2.0,2.0,2.0,6.0,2.0,Looks away every now and then but mostly has focused attention. Good behaviour though and no jumping up or broken sit once she is asked to sit. ,Righ,3.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,No,2.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,2.5,4.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,1.8333333333333333,1.8333333333333333,2.5,36,1.5,4.0,-1.0,2.0,12.0,3.5,6.0,1.5,3.0,1.5,3.0,1.0,1.0,2.5,4.0,2.5,4.0,2.5,4.0,2.333333333333333,5.0,0.0,3.333333333333333,32.0
Herbie,07-02-LH,1,2019-07-29,A,LRxGR,M,H1,IGDB,2018-05-11,2019-07-02,2020-03-10,252 days,GD,2.0,Success,15:42:14,0:14:55,5.0,1.0,5.0,,3.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,1,3,2,6,5,2.0,1.0,6.0,3.0,4.0,6.0,5.0,Quite consistently lifting hind-quarters and jumps up against handler at the end,Both,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,No,1.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,No,4.0,3.0,3.5,12.0,3.5,12.0,0.0,0.0,5.0,25.0,1.0,1.0,,2.0,6.0,1.25,0.0,1.0,0.0,3.0,36,3.5,60.0,0.5,2.75,30.0,2.5,4.0,2.75,36.0,1.75,4.0,2.6666666666666665,18.0,2.0,3.0,2.5,6.0,3.0,8.0,2.0,6.0,3.0,3.6666666666666665,48.0
Herbie,07-02-LH,2,2019-09-17,A,LRxGR,M,H1,IGDB,2018-05-11,2019-07-02,2020-03-10,252 days,GD,2.0,Success,13:48:29,0:17:00,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,2,3,3,4,1,2.0,3.0,5.0,3.0,3.0,6.0,5.0,Lifts hindquarters twice and jumps up at handler once,Both,3.0,3.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,No,4.0,3.0,2.0,4.0,3.0,9.0,1.0,5.0,2.5,4.0,1.0,1.0,0.0,2.333333333333333,8.0,1.25,0.0,1.0,0.0,3.0,72,2.75,30.0,-0.25,2.75,30.0,3.0,5.0,1.25,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.333333333333333,5.0,-1.0,3.333333333333333,36.0
Evie,07-03-LE,1,2019-07-29,A,LRx,F,E1,IGDB,2018-03-12,2019-07-02,2020-02-02,215 days,GD,2.0,Success,14:18:49,0:14:49,3.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,3,3,2,4,1,2.0,1.0,2.0,2.0,2.0,5.0,4.0,"Lifts hindquarters a handful of times, but modulates nicely and does not jump up. ",Righ,3.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,No,4.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,0.0,2.333333333333333,9.0,1.75,0.0,1.0,1.0,3.0,72,1.5,4.0,-1.5,2.5,24.0,4.0,12.0,2.0,8.0,1.75,4.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.0,20.0,0.0,3.6666666666666665,48.0
Eliza,05-22-LE,1,2019-06-18,B,LRx,F,E1,IGDB,2018-03-12,2019-05-28,2019-11-12,168 days,W,0.0,Fail,13:41:32,0:14:51,5.0,1.0,1.0,,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,2,4,3,1,3,4.0,3.0,5.0,3.0,2.0,5.0,4.0,"dog sits and then goes into a down, keeps looking at handler calmly",Righ,3.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,3.0,5.0,1.0,1.0,,3.0,24.0,2.0,0.0,1.6666666666666667,1.0,2.5,24,3.75,180.0,1.25,2.75,48.0,2.5,4.0,1.0,1.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,0.0,3.6666666666666665,48.0
Eliza,05-22-LE,2,2019-08-12,B,LRx,F,E1,IGDB,2018-03-12,2019-05-28,2019-11-12,168 days,W,0.0,Fail,13:50:00,0:16:18,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,1,4,4,3,4,3.0,3.0,3.0,2.0,2.0,5.0,2.0,"used ragger, no kong, dog sits and goes into a down eventually",,,1.0,,,4.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,No,4.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,3.333333333333333,32.0,1.75,0.0,2.5,1.6666666666666667,3.0,48,3.25,108.0,0.25,2.0,2.0,2.5,4.0,1.25,2.0,2.0,8.0,1.0,1.0,1.5,2.0,1.5,2.0,2.0,3.0,1.6666666666666667,3.0,2.0,3.0,24.0
Edrick,05-11-LE,1,2019-06-13,B,LRx,M,E1,IGDB,2018-03-12,2019-05-15,2020-07-09,421 days,GD,2.0,Success,13:38:51,0:13:24,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4,5,4,6,3,5.0,3.0,5.0,4.0,5.0,7.0,4.0,"sat, then went into a down",Righ,3.0,1.0,2.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,No,,,,,5.0,1.0,1.0,3.0,1.0,No,5.0,4.0,2.0,4.0,4.5,20.0,2.5,16.0,2.0,4.0,2.0,3.0,-2.0,3.333333333333333,32.0,1.75,0.0,2.5,3.5,4.75,480,4.0,225.0,-0.75,2.75,48.0,4.0,15.0,1.75,8.0,1.75,6.0,2.333333333333333,9.0,,1.0,,1.0,,1.0,3.0,15.0,0.0,5.0,5.0
Edrick,05-11-LE,2,2019-07-31,B,LRx,M,E1,IGDB,2018-03-12,2019-05-15,2020-07-09,421 days,GD,2.0,Success,13:36:06,0:13:43,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3,4,3,5,3,4.0,3.0,5.0,3.0,5.0,5.0,2.0,sits and then lies down ,Righ,3.0,1.0,2.0,2.0,4.0,,1.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,No,1.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,No,5.0,4.0,2.0,4.0,4.0,15.0,2.0,11.0,2.0,4.0,1.0,1.0,,3.333333333333333,32.0,1.75,0.0,2.5,3.5,3.75,180,3.75,180.0,0.0,2.25,24.0,4.0,4.0,2.25,18.0,2.0,9.0,2.6666666666666665,18.0,2.0,3.0,2.0,3.0,2.0,3.0,3.6666666666666665,40.0,0.0,3.6666666666666665,45.0
Evie,07-03-LE,2,2019-09-17,A,LRx,F,E1,IGDB,2018-03-12,2019-07-02,2020-02-02,215 days,GD,2.0,Success,14:25:06,0:15:49,5.0,2.0,2.0,,1.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,2,2,2,2,2,2.0,2.0,2.0,1.0,1.0,4.0,2.0,A very small lift in hindquarters here and there - think this is more due to body sensitivity. Well behaved even though she is definitely interested. ,Both,3.0,1.0,1.0,2.0,6.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,3.5,10.0,2.0,2.0,,3.333333333333333,32.0,1.0,0.0,0.0,0.0,2.0,16,2.0,16.0,0.0,2.0,12.0,4.0,12.0,1.0,1.0,1.75,4.0,1.0,1.0,2.0,3.0,2.0,3.0,1.5,2.0,2.333333333333333,5.0,0.0,3.0,24.0
Zac,07-04-LZ,1,2019-07-29,A,LR,M,Z1,Private breeder,2018-04-06,2019-07-02,2019-10-25,115 days,W,0.0,Fail,15:02:37,0:18:01,1.0,5.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,6,3,4,3,3,2.0,2.0,5.0,3.0,4.0,6.0,5.0,Very boisterous and misbehaved jumping up at handler regularly. ,Righ,4.0,1.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,No,1.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,No,4.0,4.0,1.0,1.0,3.5,12.0,2.5,11.0,1.0,1.0,2.5,6.0,1.0,2.6666666666666665,12.0,2.0,0.0,1.0,1.0,4.0,216,3.0,60.0,-1.0,4.25,300.0,2.5,6.0,2.25,16.0,1.75,4.0,1.0,1.0,1.0,1.0,1.5,2.0,3.0,8.0,2.333333333333333,8.0,2.0,3.0,16.0
Zac,07-04-LZ,2,2019-09-18,A,LR,M,Z1,Private breeder,2018-04-06,2019-07-02,2019-10-25,115 days,W,0.0,Fail,13:30:14,0:14:26,2.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,5,3,6,3,5,3.0,6.0,5.0,4.0,5.0,6.0,5.0,Highly activated and jumping up constantly at handler. ,Both,4.0,1.0,1.0,2.0,7.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,No,1.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,No,4.0,4.0,1.5,2.0,4.5,20.0,3.0,18.0,1.5,2.0,1.5,2.0,-1.0,2.6666666666666665,18.0,2.0,0.0,2.5,1.8333333333333333,4.25,270,4.75,450.0,0.5,3.0,40.0,4.5,14.0,2.75,36.0,2.25,12.0,1.0,1.0,2.5,4.0,2.5,4.0,2.5,4.0,2.0,4.0,-2.0,4.0,64.0
Goober,07-01-LG,1,2019-07-29,B,LRxGR,M,G1,IGDB,2018-04-15,2019-07-02,2020-02-03,216 days,GD,2.0,Success,13:39:35,0:16:58,1.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,5,4,5,5,4.0,4.0,5.0,4.0,5.0,5.0,5.0,"broke sit, whined, nudged handler, ",Left,3.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,No,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,No,4.0,4.0,2.0,4.0,4.5,20.0,2.5,16.0,1.0,1.0,2.0,4.0,0.0,2.6666666666666665,12.0,1.75,0.0,2.5,3.5,4.75,500,4.5,400.0,-0.25,3.0,60.0,3.5,10.0,2.5,27.0,1.25,2.0,3.0,16.0,2.5,6.0,2.0,3.0,2.0,3.0,2.333333333333333,9.0,1.0,3.333333333333333,36.0
Goober,07-01-LG,2,2019-09-17,B,LRxGR,M,G1,IGDB,2018-04-15,2019-07-02,2020-02-03,216 days,GD,2.0,Success,14:56:17,0:17:43,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,4,3,4,1,4.0,4.0,3.0,3.0,4.0,5.0,4.0,dog broke sit and  moved towards the handler,Both,3.0,1.0,3.0,2.0,7.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,No,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,No,4.0,4.0,2.0,4.0,3.5,12.0,1.5,8.0,1.0,1.0,3.0,8.0,-2.0,2.0,4.0,1.75,0.0,3.5,3.5,3.5,144,3.0,48.0,-0.5,3.0,72.0,5.5,28.0,2.75,54.0,1.25,2.0,2.6666666666666665,12.0,1.5,2.0,1.5,2.0,2.0,3.0,2.333333333333333,8.0,0.0,3.0,24.0
Gav,07-12-LG,1,2019-08-21,A,LRxGR,M,G1,IGDB,2018-04-15,2019-06-16,2020-01-28,226 days,AD,1.0,Success,13:37:19,0:17:07,2.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,3,2,4,1,3,2.0,4.0,6.0,2.0,5.0,4.0,5.0,Unsettled and jumping up at handler after sitting for a short while ,Both,3.0,3.0,5.0,4.0,6.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,1.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,No,4.0,6.0,2.0,4.0,3.5,10.0,1.5,6.0,1.5,2.0,1.0,1.0,0.0,1.6666666666666667,3.0,1.5,0.0,1.8333333333333333,0.0,2.5,24,3.75,144.0,1.25,4.25,300.0,3.5,6.0,2.25,16.0,1.75,4.0,2.333333333333333,9.0,2.0,3.0,2.5,6.0,2.5,6.0,3.6666666666666665,40.0,0.0,3.333333333333333,36.0
Gav,07-12-LG,2,2019-10-14,A,LRxGR,M,G1,IGDB,2018-04-15,2019-06-16,2020-01-28,226 days,AD,1.0,Success,14:01:53,0:17:41,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2,3,3,1,2,2.0,2.0,4.0,2.0,3.0,6.0,4.0,Lifted hind quarters briefly and then composed himself. Did jump up once on the initial seeing the kong but modulated quickly ,Both,3.0,3.0,4.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,No,4.0,3.0,1.0,1.0,2.5,6.0,1.5,5.0,2.0,4.0,1.0,1.0,0.0,2.333333333333333,9.0,2.0,0.0,1.1666666666666667,2.5,2.25,18,2.5,32.0,0.25,3.25,96.0,3.0,5.0,1.0,1.0,1.5,4.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,4.0,2.0,3.6666666666666665,48.0
Effie,07-13-LE,1,2019-08-21,B,LRx,F,E1,IGDB,2018-03-12,2019-07-30,2020-02-03,188 days,GD,2.0,Success,12:47:14,0:15:52,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,4,3,4,1,3.0,3.0,3.0,3.0,3.0,5.0,2.0,sits calmly,Left,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,No,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,No,5.0,5.0,1.5,2.0,3.0,9.0,1.5,7.0,2.0,4.0,1.0,1.0,0.0,2.333333333333333,8.0,2.0,0.0,2.5,3.5,3.0,48,2.5,27.0,-0.5,2.0,12.0,2.5,4.0,2.5,27.0,1.25,2.0,3.333333333333333,32.0,2.0,3.0,2.0,3.0,2.5,4.0,3.333333333333333,32.0,-1.0,4.0,60.0
Effie,07-13-LE,2,2019-10-10,B,LRx,F,E1,IGDB,2018-03-12,2019-07-30,2020-02-03,188 days,GD,2.0,Success,13:14:50,0:17:43,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,2,3,3,4,2,3.0,3.0,3.0,2.0,2.0,4.0,2.0,"sit, then goes into a down",Righ,3.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,3.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,No,5.0,4.0,2.5,6.0,2.0,4.0,-0.5,-2.0,3.5,12.0,1.0,1.0,0.0,3.0,16.0,2.0,0.0,2.5,0.3333333333333333,3.0,72,2.75,54.0,-0.25,2.0,12.0,2.5,4.0,1.0,1.0,1.25,2.0,1.0,1.0,4.0,15.0,3.0,5.0,2.5,4.0,2.333333333333333,5.0,0.0,4.666666666666667,100.0
Harvey,08-02-LH,1,2019-09-18,A,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2020-01-28,160 days,AD,1.0,Success,14:21:40,0:11:56,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,2,2,2,4,2,2.0,2.0,4.0,2.0,2.0,4.0,4.0,Does stand from seated position half way through concentration but no inappropriate behaviour - very excited.,Righ,4.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,No,1.0,1.0,3.0,4.0,3.0,4.0,1.0,,1.0,No,4.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.5,2.0,2.0,3.0,-2.0,3.333333333333333,32.0,1.25,0.0,1.0,0.0,2.5,32,2.5,32.0,0.0,2.75,32.0,4.5,18.0,2.5,24.0,1.75,6.0,1.6666666666666667,3.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,3.0,3.0,3.6666666666666665,48.0
Harvey,08-02-LH,2,2019-10-30,A,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2020-01-28,160 days,AD,1.0,Success,15:05:42,0:13:40,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,3,2,2,3,2,2.0,2.0,3.0,2.0,2.0,4.0,4.0,Breaks sit and intense staring. No inappropriate behaviour shown. Good modulation,Left,3.0,2.0,1.0,2.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,No,4.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,2.5,4.0,1.5,2.0,-1.0,3.6666666666666665,48.0,1.0,0.0,1.0,1.0,2.5,36,2.25,24.0,-0.25,2.5,24.0,4.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,4.0,2.5,4.0,2.5,4.0,2.0,4.0,1.0,4.0,64.0
