Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Label,Outcome,BT Start,BT Duration,Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Response,Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Response,Sitting-Response,Lying-Response,Lying-Settled,Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Return-Handler,Dog-Response,Dog-Call Back Response,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Responsiveness-After,Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Reunion-Response,Noise-Confidence
Douglas,04-03-LD,1,2019-05-20,A,LRx,M,D1,IGDB,2018-02-11,2019-04-24,2019-08-06,104 days,W,0.0,Fail,13:36:29,0:15:12,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,4,3,3,6,1,3.0,2.0,6.0,3.0,4.0,5.0,5.0,"tail waging, lifts hind quarters and mouths and then at the end jumps up at handler. ",Both,3.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,1.0,3.0,2.0,,,3.0,1.0,5.0,,No,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,No,4.0,5.0
Douglas,04-03-LD,1,2019-05-20,A,LRx,M,D1,IGDB,2018-02-11,2019-04-24,2019-08-06,104 days,W,0.0,Fail,13:36:29,0:15:12,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,4,3,3,6,1,2.0,2.0,6.0,3.0,3.0,6.0,5.0,"Attempted to get the kong as soon as handler had it in her hands, sat very fixated on kong, jumping up at handler toward end, and very eager throughout the concentration phase ",Both,4.0,1.0,3.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,No,1.0,1.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,No,4.0,4.0
Douglas,04-03-LD,2,2019-07-04,A,LRx,M,D1,IGDB,2018-02-11,2019-04-24,2019-08-06,104 days,W,0.0,Fail,14:31:54,0:17:35,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,3,3,4,6,2,3.0,3.0,5.0,4.0,4.0,5.0,5.0,High level of excitement. Jumps up immediately and then once by breaking his sit. His tail is constantly wagging and he is showing anxiety over wanting the toy including lip smacking and shifting weight. ,Both,3.0,3.0,5.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,No,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,No,4.0,3.0
Douglas,04-03-LD,2,2019-07-04,A,LRx,M,D1,IGDB,2018-02-11,2019-04-24,2019-08-06,104 days,W,0.0,Fail,14:31:54,0:17:35,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,3,2,3,6,2,2.0,3.0,6.0,4.0,4.0,4.0,5.0,"Overly excited, mouthing at and jumping at handler for the kong. Eager to receive and struggles to maintain composure",Both,4.0,3.0,5.0,4.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,No,4.0,4.0
Zodiac,04-04-LZ,2,2019-07-16,B,LR,M,Z1,Private breeder,2018-04-06,2019-04-24,2019-10-25,184 days,GD,2.0,Success,14:22:57,0:14:59,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3,3,4,4,1,1.0,3.0,4.0,3.0,3.0,4.0,4.0,sits calmly with tail wagging,None,3.0,2.0,2.0,2.0,8.0,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,1.0,No,4.0,4.0
Zodiac,04-04-LZ,2,2019-07-16,B,LR,M,Z1,Private breeder,2018-04-06,2019-04-24,2019-10-25,184 days,GD,2.0,Success,14:22:57,0:14:59,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,2,2,3,4,1,1.0,2.0,3.0,3.0,3.0,4.0,4.0,walked around and lay down and walked around again,None,3.0,1.0,2.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0
Minnie,12-02-LM,2,2020-02-19,A,LR,F,M1,IGDB,2018-08-25,2019-12-09,2020-07-21,225 days,GD,2.0,Success,13:58:42,00:14:11,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,1,3,2,4,1,3.0,2.0,4.0,3.0,4.0,6.0,4.0,"Whining, and starting at kong intently but not breaking sit or acting inappropriately",Righ,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,No,1.0,1.0,3.0,3.0,5.0,1.0,1.0,,1.0,No,4.0,3.0
Minnie,12-02-LM,2,2020-02-19,A,LR,F,M1,IGDB,2018-08-25,2019-12-09,2020-07-21,225 days,GD,2.0,Success,13:58:42,00:14:11,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,2,3,2,4,1,3.0,2.0,4.0,2.0,4.0,6.0,4.0,Sits patiently for the duration,Righ,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,2.0,3.0,2.0,5.0,1.0,1.0,,1.0,No,4.0,4.0
Milo,12-03-LM,2,2020-02-19,A,LR,M,M1,IGDB,2018-08-25,2019-12-09,2020-08-24,259 days,AD,1.0,Success,15:14:29,0:14:33,4.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,4,3,2,3,1,3.0,2.0,2.0,2.0,2.0,6.0,4.0,Shifts weight and moves around a lot. Tail wagging frantically but doesnt jump up at handler,Both,3.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,3.0,4.0,2.0,1.0,,1.0,No,4.0,3.0
Milo,12-03-LM,2,2020-02-19,A,LR,M,M1,IGDB,2018-08-25,2019-12-09,2020-08-24,259 days,AD,1.0,Success,15:14:29,0:14:33,3.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,4,3,2,3,1,2.0,2.0,2.0,2.0,3.0,4.0,4.0,"tail wagging, shifts position every now and then, antsy",Both,3.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,3.0,4.0,3.0,1.0,,1.0,No,4.0,3.0
