Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,End Date,Duration,Status,Label,Outcome,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
Zodiac,04-04-LZ,1,20/05/2019,B,LR,M,Z,Private breeder,Rose,2018-04-06,2019-04-24,2019-10-25,184 days,GD,2.0,Success,,,1.0,5.0,1.0,calmly explored ,,1.0,,,2,3,2,2,,,4,,,4.0,,,4,2.0,,"handler stayed crouched down beside dog, dog tail would wag every so often.",,3.0,3,No,No,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,4,4,3,4.0,3.0,4.0,3,3.0,5,,,,4,sits ,,,2.0,1.0,1.0,,2.0,can't see if dog uses paws due to grooming table,,7,1.0,,,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,,"could hear dog whining, hard to tell which dog",,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,looks at it.,,,,,,,,,,,
Diva,04-01-LD,1,20/05/2019,B,LRx,F,D,IGDB,Catherine,2018-02-11,2019-04-24,2019-12-13,233 days,GD,2.0,Success,,,2.0,4.0,1.0,,,1.0,,,2,1,1,2,,,3,,,2.0,,,4,3.0,,dog went down herself ,,3.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,5,3,4,5,5,3.0,4.0,4.0,3,3.0,4,,,,2,sits calmly,,None,3.0,1.0,1.0,,2.0,,,5,0.0,,dog follows handler when they move towards the crate,,3.0,1.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,No,,,,1.0,1.0,3.0,,2.0,"dog initially walks away from handler when first left out, and then interacts with handler",,4.0,2.0,2.0,2.0,1.0,No,,,3.0,"calmly interacts with handler, moves away to look at everyone else and comes back again",,,4.0,,,,,,,,,,,,,
Ebbi,05-14-LE,1,13/06/2019,A,LRx,F,E,IGDB,Graham,2018-03-12,2019-05-15,2019-10-25,163 days,AD,1.0,Success,,,2.0,5.0,2.0,Does come back to handler every now and then but more co-incidentally. Came back to handler purposely at very end. High scenting. Occasional body shakes - portraying body sensitivity. Panting. Would say Ebbi is stressed/anxious,,1.0,,,3,4,4,5,"At times Ebbi walks alongside her handler however, for the most part, she is highly excited and pulling to the extent of tension that causes her to pant and wheeze. Loads of body shaking exhibited with the walk - more than the original familiarisation phase. Defecated on her walk (perhaps a full bowel would explain the stress levels and pulling). Pulling less severe and panting toned down - no more wheezing - after defecation. ",,3,Didnt use platform. Started very well - got bored mid-way and waiting for more handler input,,1.0,Took many attempts (even with a lure) to complete a sit. Broke sit once too (boredom and looking for handler input/further instruction) - would say she might be quite food distracted. ,,1,1.0,,"Would only go down down for a food lure. Then broke down and handler struggled to get her to go back. Broke it a second time, and then maintained the third down. Handler had to be sitting on floor in order to achieve. ",,3.0,4,No,No,,Bit of continued panting - nothing serious. But tail wagging through most of it. ,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,,First attempt - does walk around handler but wouldnt say this would be an attempt to get it off - more seeking handler input. ,,2,3,3,2,2,3.0,2.0,2.0,2,2.0,6,,,,2,Attention on the kong at times but at other times she is looking around the room. Not overly interested and never broke her sit,,Left,3.0,1.0,1.0,,2.0,,,4,0.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,Spent most of the time standing and looking back between assessor and handler. Not settled but not terribly stressed,,1.0,1.0,4.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,jumped up against gate once. ,3.0,,,,4.0,,"slight change in head positioning, investigated very briefly thereafter. Quick recovery",,,,,,,,,,,
Esme,05-13-LE,1,13/06/2019,B,LRx,F,E,IGDB,Graham,2018-03-12,2019-05-15,2019-12-13,212 days,GD,2.0,Success,,,4.0,2.0,2.0,,,1.0,dog was vey near handler,,3,3,2,3,,,3,no platform used,,4.0,,,4,3.0,,,,4.0,3,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,,not bothered by towel,,5,4,4,5,4,3.0,3.0,4.0,4,4.0,5,,,,4,"sits calmly, looks away briefly twice",,Righ,2.0,1.0,1.0,,1.0,,,4,2.0,,,,2.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,2.0,1.0,2.0,3.0,No,,,4.0,,,,5.0,,,,,,,,,,,,,
Herbie,07-02-LH,1,29/07/2019,A,LRxGR,M,H,IGDB,Graham,2018-05-11,2019-07-02,2020-03-10,252 days,GD,2.0,Success,,,5.0,1.0,5.0,Whining just about constantly - even with handler right next to him. ,,,Dog right next to handler. Handler just pops on lead - doesnt call,,3,4,3,2,"Speed and tension varies alot. From falling behind to pulling ahead ,walking infront pulling to the side (distraction based). I have selected the second option as this was the more regular S&T but this was not indicative of it being regular by any means. ",,3,Posture slightly low in fore-quarters. Rotated position toward the end,,2.0,I dont think Herbie heard the first request. Broke and rotated during latter part of the exercise. Vocalisation heard but I tihnk it is the crated dog.,,1,1.0,,"A little overly activated by the test. Kept breaking commands, and rotating, with handler at times having to re-approach completely. When he did maintain the down for a while, he was sniffing and not settled. ",,4.0,1,No,No,,Handler remarks on body sensitivity. Vocalises (whining). Handler remarks on half a growl. When handler checked front paws Herbie back away and tried to jump off the table backward then sat down when he was stopped from jumping off. Handler and assessor agree not to continue the body check. ,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,6,5,2.0,1.0,6.0,3,4.0,6,,No car remote so car is stationary throughout the test. I tested on the stationary car. ,,5,Quite consistently lifting hind-quarters and jumps up against handler at the end,,Both,3.0,1.0,1.0,,2.0,,,3,0.0,,,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,No,,,,1.0,2.0,3.0,,3.0,,,3.0,4.0,1.0,2.0,1.0,No,,,3.0,,,,3.0,,More distracted by the assessor I would say,,,,,,,,,,,
Evie,07-03-LE,1,29/07/2019,A,LRx,F,E,IGDB,Rose,2018-03-12,2019-07-02,2020-02-02,215 days,GD,2.0,Success,,,3.0,5.0,1.0,,,2.0,,,1,1,1,2,,,3,,,1.0,,,3,1.0,,Handler stays on haunches next to dog. Loads of scenting which led to a break at the end. Assessor decided to move on to body check,,4.0,3,No,No,,Tail lower - change in neutrality. But stood still for the exam. ,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,"Both responses were the same. An initial turn of the head, tail low and slow, and then no further attempts to look at or pull the towel off. ",,3,3,2,4,1,2.0,1.0,2.0,2,2.0,5,,Car not working on first response. Scored on stationary car. Car only reverse on second response. Faulty?,,4,"Lifts hindquarters a handful of times, but modulates nicely and does not jump up. ",,Righ,3.0,3.0,1.0,,2.0,Only used right paw toward the very end. Otherwise mostly just pushed the kong around on the floor with nose and then carried to the mat. ,,5,1.0,,Moves toward dog immediately (as soon as she notices it) but not overly interested.,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,2.0,2.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Eliza,05-22-LE,1,18/06/2019,B,LRx,F,E,IGDB,Catherine,2018-03-12,2019-05-28,2019-11-12,168 days,W,0.0,Fail,,,5.0,1.0,1.0,,,,dog went into a down naturally beside the handler ,,1,1,1,3,,,2,started on the platform and went to doing it on the ground,,3.0,,,4,4.0,,settled,,4.0,3,No,Yes,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,,,,2,4,3,1,3,4.0,3.0,5.0,3,2.0,5,,,,4,"dog sits and then goes into a down, keeps looking at handler calmly",,Righ,3.0,1.0,2.0,,2.0,handler moves  with dog for camera but it is too near the table ,,3,0.0,,,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Edrick,05-11-LE,1,13/06/2019,B,LRx,M,E,IGDB,Rose,2018-03-12,2019-05-15,2020-07-09,421 days,GD,2.0,Success,,,2.0,4.0,2.0,,,1.0,,,1,2,2,2,,,2,,,4.0,went from a stand into a sit without being asked,,4,3.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,5,4,6,3,5.0,3.0,5.0,4,5.0,7,,,,4,"sat, then went into a down",,Righ,3.0,1.0,2.0,,2.0,he definitely used his right but dog was lying with his back towards camera,,4,2.0,,,,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,No,,,,,,,,,handler didn't interact with dog,,5.0,1.0,1.0,3.0,1.0,No,,,4.0,"handler commented that they had forgotten to do the petting after the crate, they stayed longer interacting but I didn't score as it didn't happen after the crate.",,,4.0,,,,,,,,,,,,,
Zac,07-04-LZ,1,29/07/2019,A,LR,M,Z,Private breeder,Rose,2018-04-06,2019-07-02,2019-10-25,115 days,W,0.0,Fail,,,1.0,5.0,1.0,Vocalisation - think it might be from crated dog. ,,3.0,Started to come back but then got distracted and didnt want to come back,,2,1,1,3,,,4,Seemed to be obsessively looking for treats in handlers hands. Tail wagging and very activated but maintained. ,,3.0,Sit first exhibited. Quite restless and needed alot of handler support but maintained for the most part. ,,1,1.0,,Sniffing and distracted. Got off the platform and handler struggled to regain attention. Need constant support and intervention with many breaks inbetween ,,4.0,4,No,No,,was panting but seemed happy otherwise overall.,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,Very avoidant regarding having towel draped over him on both occasions,,6,3,4,3,3,2.0,2.0,5.0,3,4.0,6,,Car wasnt working - based scores on stationary car. ,,5,Very boisterous and misbehaved jumping up at handler regularly. ,,Righ,4.0,1.0,5.0,,3.0,,,2,1.0,,more interested in environment and still looking for food in handlers hands ,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,No,,Vocalisation I think from crated dog rather than Zac but not certain,,1.0,2.0,1.0,,3.0,Avoids but out of playfulness and because he is so into the environment - not fear avoidance. When handler holds collar his tail is wagging and he is happy enough,,4.0,3.0,1.0,2.0,1.0,No,,,3.0,,,,4.0,,Very slight suss with an extremely quick recovery. Did want to investigate ,,,,,,,,,,,
Goober,07-01-LG,1,29/07/2019,B,LRxGR,M,G,IGDB,Graham,2018-04-15,2019-07-02,2020-02-03,216 days,GD,2.0,Success,,,1.0,5.0,1.0,,,2.0,,,1,2,2,3,,,3,,,4.0,,,1,1.0,,handler used treats ,,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,5,5,4,5,5,4.0,4.0,5.0,4,5.0,5,,,,5,"broke sit, whined, nudged handler, ",,Left,3.0,1.0,2.0,,2.0,handler stepped away from dog but dog didn't move from the spot. dog gave one bark while he had the kong,,4,1.0,,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,No,,,,2.0,1.0,3.0,,2.0,,,3.0,3.0,2.0,3.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Gav,07-12-LG,1,21/08/2019,A,LRxGR,M,G,IGDB,Rose,2018-04-15,2019-06-16,2020-01-28,226 days,AD,1.0,Success,,,2.0,5.0,1.0,,,1.0,,,3,2,2,2,"Very rare pull for distractions only, and even then very mild. The walking initiative changed a lot - ranging from walking behind to walking beside and ahead. However, he walked at handlers side more than anything else",,3,Quite distracted - looking for treats in handlers hands and sniffing the platform. Slightly activated. Maintained for the most part. There was a break at the end - handler and assessor decide to continue with a sit from then on ,,1.0,"Broke sit and walked off the platform, then when asked to sit again he lay down. Lay down, handler continued once that own was broken. Broke a couple times again. ",,1,1.0,, ,,4.0,2,No,No,,Started off being more co-operative. But broke half way through and looked like he wanted to jump off but he still allowed the body check to continue with handler support. ,,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,3,2,4,1,3,2.0,4.0,6.0,2,5.0,4,,,,5,Unsettled and jumping up at handler after sitting for a short while ,,Both,3.0,3.0,5.0,,4.0,,,5,0.0,,,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,2.0,3.0,,2.0,Initially interacts calmly with a wagging tail but quickly loses interest and begins exploring (does return),,5.0,1.0,1.0,2.0,4.0,No,,,3.0,,,,6.0,,Immediately ran toward the bucket but not fearful - more inquisitive and excited activation,,,,,,,,,,,
Gilli,07-15-LG,1,21/08/2019,A,LRxGR,F,G,IGDB,Frances,2018-04-15,2019-07-29,2019-10-01,64 days,W,0.0,Fail,,,1.0,5.0,1.0,Went into crate and settled into a sit for a while. ,,1.0,,,3,3,2,2,Handler remarks on Gilli perhaps needing the toilet. ,,3,Backs away here and there. might need toilet - handler remarks on dog passing wind,,1.0,Very unsettled sit,,1,1.0,,"Refused to go down and only went down a lure. Needing loads of handler support - handler maintained a crouched position next to her the entire time and without this I think she would have still broken even then a few times,.",,4.0,1,No,No,,Wanted to jump off the entire time - stood skew on the table and as soon as she got a gap she jumped off,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,,,3,2,2,4,1,2.0,3.0,3.0,3,3.0,4,,,,4,Wanted to jump but modulated well,,Righ,3.0,3.0,2.0,,2.0,,,4,0.0,,Very little interest - more interest in the environment,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,No,,Strange reaction - happy to go into crate during the familiarisation process and when she received the kong. But not happy to have the gate closed or to be left in there and for handler to ignore - at all. Very vocal ,,1.0,1.0,1.0,,2.0,More interested in sussing out the environment. Happy to be out and not a fearful response but not interested in play ,,4.0,2.0,3.0,3.0,3.0,No,,,2.0,Happy to have handler back but not interested in physical play,,,4.0,,Slight lift of the head - inquisitive. Quick recovery,,,,,,,,,,,
Effie,07-13-LE,1,21/08/2019,B,LRx,F,E,IGDB,Graham,2018-03-12,2019-07-30,2020-02-03,188 days,GD,2.0,Success,,,2.0,4.0,2.0,,,1.0,,,2,2,1,2,camera too far over and dog goes out of view a few times,,2,,,4.0,,,1,1.0,,,,4.0,4,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,used towel instead of tea towel,,1,4,3,4,1,3.0,3.0,3.0,3,3.0,5,,can't see the dog's food reaction but you can make a judgement by seeing the handler which was due to the camera angle,,2,sits calmly,,Left,3.0,1.0,1.0,,2.0,handler steps away from kong/dog but dog doesn't move from the spot,,3,0.0,,handler moved toward assessor to give treats to assessor for dog distraction dog ,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,2.0,3.0,2.0,4.0,No,,,4.0,,,,5.0,,,,,,,,,,,,,
Harvey,08-02-LH,1,18/09/2019,A,LRxGR,M,H,IGDB,Rose,2018-05-11,2019-08-21,2020-01-28,160 days,AD,1.0,Success,,,2.0,5.0,1.0,,,1.0,,,2,1,1,2,Does fall back but more around corners - more consistently a walk at heel,,4,Slightly scent distracted. Platform not used. Maintained,,2.0,At the end he goes into a down without being requested to do so. Assessor and handler move on at this point. ,,4,3.0,,"Not asked to lie down, but maintains down well thereafter. ",,2.0,3,No,No,,Very hesitant jump up. Handler uses food lure and hoists rear end to assist him up.,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Second attempt the tea towel was placed higher up - he was not phased at all with the second attempt. ,,2,2,2,4,2,2.0,2.0,4.0,2,2.0,4,,,,4,Does stand from seated position half way through concentration but no inappropriate behaviour - very excited.,,Righ,4.0,1.0,1.0,,2.0,,,5,2.0,,Doesnt notice dog at first but as soon as he does he goes toward it immediately.,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,No,,Wasnt sure if whining was associated with this dog or with the crated dog (for dog distraction) but the whining stopped as soon as he was out and only happened during this session ,,1.0,1.0,3.0,,3.0,,,3.0,4.0,1.0,,1.0,No,,Not sure where the whining is coming from. ,3.0,,,,4.0,,Slight head tilt and showed a little concern but recovered very quickly,,,,,,,,,,,
Gretel,07-14-LG,1,21/08/2019,B,LRxGR,F,G,IGDB,Catherine,2018-04-15,2019-07-21,2019-11-29,131 days,AD,1.0,Success,,,1.0,5.0,1.0,,,1.0,,,2,3,2,2,,,4,,,3.0,,,3,3.0,,,,1.0,3,No,No,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,tea towel on top of body strap for the 1st one and on lower back for the 2nd.   ,,5,4,4,5,4,4.0,4.0,5.0,4,5.0,5,,,,5,dog jumps up at handler once,,None,3.0,3.0,2.0,,2.0,,,4,1.0,,handler walked towards the crate and called the dog,,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,No,,,,1.0,1.0,1.0,,2.0,,,4.0,3.0,3.0,2.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Jojo,08-13-LJ,1,23/09/2019,A,LR,F,J,IGDB,Frances,2018-07-03,2019-08-28,2019-11-29,93 days,AD,1.0,Success,,,2.0,5.0,1.0,,,2.0,,,2,1,1,2,,,2,Position of dog during stand no conducive to effect response. ,,4.0,,,2,2.0,,Got a bit bored toward the end - hesitant to reassume down position. ,,3.0,3,No,No,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,,,3,3,3,3,3,3.0,2.0,3.0,3,3.0,6,,,,5,"Whining, jumping up, backing up",,Both,3.0,1.0,1.0,,2.0,,,3,0.0,,,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,No,,,,1.0,1.0,3.0,,3.0,,,3.0,4.0,2.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Harry,08-01-LH,1,18/09/2019,B,LRxGR,M,H,IGDB,Rose,2018-05-11,2019-08-21,2019-11-29,100 days,AD,1.0,Success,,,2.0,4.0,1.0,,,2.0,handler walked towards dog and he then went to the handler,,2,2,2,2,,,4,,,3.0,,,1,3.0,,"handler stayed crouched down with dog, ",,1.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,,,,3,3,4,4,4,3.0,4.0,5.0,3,3.0,4,,,,4,"sat, went to nudge kong ",,Righ,4.0,1.0,1.0,,2.0,dog was on a loose lead,,5,2.0,,"didn't notice dog immediately as had gone off to have a sniff, once he notice he was gone after the dog",,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,1.0,,2.0,,,2.0,4.0,2.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Irrie,09-01-LI,1,02/10/2019,A,LRxGR,F,I,IGDB,Frances,2018-06-28,2019-09-04,2020-07-27,327 days,GD,2.0,Success,,,1.0,5.0,1.0,Whining - inaudible. Not sure if from this dog or from dog in crate (think the dog in crate). Frantic tail wagging.,,3.0,Was about to come back on first response but then continued exploring and didnt want to go back to the handler.,,3,1,1,3,Very scent distracted.,,2,Body shaking and edging forward. Seems quite activated - tail shaking. Panting and distracted. ,,1.0,Sat before she stood. Still very scent distracted and unsettled.,,1,1.0,,Fell off platform - did not count this as a failed attempt.,,4.0,2,No,No,,Needed help jumping up but I dont think this was due to any unwillingness. During check low tail carriage - even tucking slightly at times and a drop in rear posture at times too. ,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,Did look once on first attempt but wasnt too bothered about it. ,,6,4,3,2,3,3.0,2.0,3.0,3,4.0,6,,,,4,Excited and activated - regularly lift hind quarters off the floor and changing position. No terrible inappropriate behaviour shown and no jumping up. Didnt notice kong until shown by the handler as she was very distracted by the assessor that had passed with the teddy and/or food etc. ,,None,3.0,1.0,1.0,,2.0,,,5,1.0,,,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,2.0,2.0,No,,"Difficult to tell with whining if it is coming from the dog in the crate, this dog or both dogs and as such difficult to ascertain whether the dog is attention seeking or not..",,1.0,2.0,3.0,,3.0,Reaction to petting ranged from a slight wagging of the tail to indifference as she did spend alot of time exploring and not wanting to go to the handler. ,,3.0,4.0,2.0,,1.0,No,,Goes onto 2nd video. Difficult to know which dog whining was coming from. ,1.0,More interested in assessor with bucket. ,,,4.0,,,,,,,,,,,,,
Judson,09-02-LJ,1,02/10/2019,A,LR,M,J,IGDB,Frances,2018-07-03,2019-09-04,2020-06-08,278 days,GD,2.0,Success,,,2.0,5.0,1.0,,,1.0,,,3,1,1,2,Loads of air-scenting.,,1,sat when asked to stand - handler continued testing the sit. Came back to stand where he kept sitting.,,2.0,sat when asked to stand - handler continued to test the sit. Lies down a few times without being asked - eventually handler leaves him to lay down. ,,4,3.0,,lay down during his sit.,,4.0,1,No,Yes,,Did better with second attempt but still stressed about it.,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,3,3,3,5,3,3.0,2.0,3.0,4,4.0,6,,,,5,Doesnt jump up but barks and whines.,,None,3.0,3.0,1.0,,2.0,,,4,1.0,,,,1.0,2.0,3.0,,1.0,1.0,1.0,,1.0,1.0,2.0,No,,Not certain where whining is coming from. But dog is yawning indicating atleast mild stress,,1.0,1.0,3.0,,2.0,Sometimes indifferent,,5.0,1.0,1.0,5.0,3.0,No,,Certain that he is whining and barking here,3.0,Slightly indifferent at times. Second video starts here,,,3.0,,,,,,,,,,,,,
Josie,09-03-LJ,1,02/10/2019,A,LR,F,J,IGDB,Diana,2018-07-03,2019-09-04,2020-08-17,348 days,GD,2.0,Success,,,2.0,5.0,1.0,,,1.0,,,2,1,1,2,,,1,,,1.0,Kept lying down during the sit. Handler struggled to keep dog in a sit.,,3,3.0,,Lay down without being asked to.,,4.0,3,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,,,,1,3,4,1,3,2.0,2.0,1.0,1,1.0,6,,,,2,"At first seems partially interested but does turn attention away every now and then. Quickly loses interest, walks away/explores. Handler calls back and the dog gets more interested - higher activation and barking from excitement. ",,Righ,3.0,2.0,1.0,,2.0,Uses right paw at beginning but not for long. ,,4,1.0,,More explorative than interested,,1.0,1.0,2.0,5.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,No,,,,1.0,1.0,5.0,,3.0,,,5.0,1.0,3.0,1.0,5.0,No,,"Jumps out, over the gate.",3.0,,,,3.0,,slightly inquisitive at the bucket but no startle or real reaction,,,,,,,,,,,
Hans,08-03-LH,1,23/09/2019,B,LRxGR,M,H,IGDB,Graham,2018-05-11,2019-08-21,2020-02-12,175 days,AD,1.0,Success,,,2.0,5.0,1.0,,,1.0,,,2,4,2,3,,,2,,,3.0,handler sat on chair,,4,3.0,,handler sat on chair,,2.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,4,4,3,5,4,4.0,4.0,4.0,4,5.0,6,,,,2,sits calmly,,,2.0,3.0,1.0,,,can't see if dog uses paws as dog has their back to us. Dog initially stays near handler and then walks with kong. Handler walks dog back while dog has kong in the mouth,,6,0.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,No,,,,1.0,1.0,4.0,,4.0,,,5.0,1.0,2.0,2.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Jira,08-11-LJ,1,23/09/2019,B,LR,F,J,IGDB,Frances,2018-07-03,2019-08-28,2020-02-03,159 days,GD,2.0,Success,,,1.0,5.0,1.0,,,2.0,,,1,1,1,3,,,2,last stand dog went into a sit and then was advised to do a sit,,3.0,,,3,3.0,,,,2.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,had used a treat for dog coming to handler,,4,5,5,6,3,4.0,4.0,6.0,4,5.0,7,,,,2,sat,,None,2.0,1.0,,,2.0,,,3,0.0,,,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,2.0,2.0,4.0,No,,,1.0,dog walks away from handler,,,4.0,,,,,,,,,,,,,
