Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Outcome,Working,BT Start,BT Duration,Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Response,Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Response,Sitting-Response,Lying-Response,Lying-Settled,Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Return-Handler,Dog-Response,Dog-Call Back Response,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Responsiveness-After,Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Reunion-Response,Noise-Confidence,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Obedience_mean,S-Obedience_prod,S-Sensitivity,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarisation-Dog-Call,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Zodiac,04-04-LZ,1,2019-05-20,B,LR,M,Z1,Private breeder,2018-04-06,2019-04-24,2019-10-25,184 days,GD,Success,Success,14:13:22,0:13:53,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,4,4,4,4,3,4.0,3.0,4.0,3.0,3.0,5.0,4.0,sits ,,2.0,1.0,1.0,2.0,8.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,1.0,1.0,2.5,6.0,3.0,9.0,0.5,3.0,4.0,64.0,3.0,1.6666666666666667,1.6666666666666667,4.0,256,3.5,144.0,-0.5,2.25,16.0,5.0,16.0,1.5,2.0,-1.0,1.5,4.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,0.0,3.6666666666666665,48.0
Diva,04-01-LD,1,2019-05-20,B,LRx,F,D1,IGDB,2018-02-11,2019-04-24,2019-12-13,233 days,GD,Success,Success,14:46:21,0:14:36,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,5,3,4,5,5,3.0,4.0,4.0,3.0,3.0,4.0,2.0,sits calmly,None,3.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,No,1.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,No,4.0,4.0,1.5,2.0,1.0,1.0,3.0,9.0,2.0,8.0,3.0,24.0,3.0,2.5,2.5,4.25,300,4.0,240.0,-0.25,2.0,12.0,3.5,6.0,1.0,1.0,0.0,3.25,108.0,2.25,18.0,3.6666666666666665,45.0,2.0,3.0,2.0,3.0,2.0,3.0,2.333333333333333,8.0,0.0,3.333333333333333,36.0
Ebbi,05-14-LE,1,2019-06-13,A,LRx,F,E1,IGDB,2018-03-12,2019-05-15,2019-10-25,163 days,AD,Success,Success,14:54:56,0:16:45,2.0,5.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,2,3,3,2,2,3.0,2.0,2.0,2.0,2.0,6.0,2.0,Attention on the kong at times but at other times she is looking around the room. Not overly interested and never broke her sit,Left,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,2.0,4.0,4.0,16.0,2.0,4.0,-2.0,-12.0,1.6666666666666667,3.0,3.5,1.0,1.8333333333333333,2.5,36,2.25,24.0,-0.25,2.0,12.0,3.0,5.0,1.0,1.0,0.0,1.75,6.0,1.25,2.0,1.0,1.0,2.5,4.0,2.5,4.0,2.5,4.0,2.333333333333333,5.0,0.0,4.0,64.0
Esme,05-13-LE,1,2019-06-13,B,LRx,F,E1,IGDB,2018-03-12,2019-05-15,2019-12-13,212 days,GD,Success,Success,14:20:06,0:14:56,4.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,4,4,5,4,3.0,3.0,4.0,4.0,4.0,5.0,4.0,"sits calmly, looks away briefly twice",Righ,2.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,No,1.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,No,5.0,5.0,3.0,8.0,2.5,6.0,4.0,16.0,1.5,10.0,3.6666666666666665,48.0,3.5,0.1666666666666666,0.1666666666666666,4.5,400,3.5,144.0,-1.0,2.0,8.0,4.0,15.0,2.0,3.0,-2.0,3.0,72.0,1.25,2.0,4.0,60.0,2.0,3.0,2.0,3.0,2.5,4.0,3.0,24.0,1.0,4.0,60.0
Herbie,07-02-LH,1,2019-07-29,A,LRxGR,M,H1,IGDB,2018-05-11,2019-07-02,2020-03-10,252 days,GD,Success,Fail,15:42:14,0:14:55,5.0,1.0,5.0,,3.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,1,3,2,6,5,2.0,1.0,6.0,3.0,4.0,6.0,5.0,Quite consistently lifting hind-quarters and jumps up against handler at the end,Both,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,No,1.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,No,4.0,3.0,5.0,25.0,3.5,12.0,3.5,12.0,0.0,0.0,2.0,6.0,2.5,1.0,0.0,3.0,36,3.5,60.0,0.5,2.75,30.0,2.5,4.0,1.0,1.0,,2.75,36.0,1.75,4.0,2.6666666666666665,18.0,2.0,3.0,2.5,6.0,3.0,8.0,2.0,6.0,3.0,3.6666666666666665,48.0
Evie,07-03-LE,1,2019-07-29,A,LRx,F,E1,IGDB,2018-03-12,2019-07-02,2020-02-02,215 days,GD,Success,Success,14:18:49,0:14:49,3.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,3,3,2,4,1,2.0,1.0,2.0,2.0,2.0,5.0,4.0,"Lifts hindquarters a handful of times, but modulates nicely and does not jump up. ",Righ,3.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,No,4.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,2.333333333333333,9.0,3.5,1.0,1.0,3.0,72,1.5,4.0,-1.5,2.5,24.0,4.0,12.0,2.0,4.0,0.0,2.0,8.0,1.75,4.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.0,20.0,0.0,3.6666666666666665,48.0
Eliza,05-22-LE,1,2019-06-18,B,LRx,F,E1,IGDB,2018-03-12,2019-05-28,2019-11-12,168 days,W,Fail,Fail,13:41:32,0:14:51,5.0,1.0,1.0,,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,2,4,3,1,3,4.0,3.0,5.0,3.0,2.0,5.0,4.0,"dog sits and then goes into a down, keeps looking at handler calmly",Righ,3.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,3.0,5.0,1.0,1.0,2.5,6.0,1.5,5.0,3.0,24.0,3.5,1.6666666666666667,1.0,2.5,24,3.75,180.0,1.25,2.75,48.0,2.5,4.0,1.0,1.0,,1.0,1.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,0.0,3.6666666666666665,48.0
Edrick,05-11-LE,1,2019-06-13,B,LRx,M,E1,IGDB,2018-03-12,2019-05-15,2020-07-09,421 days,GD,Success,Success,13:38:51,0:13:24,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4,5,4,6,3,5.0,3.0,5.0,4.0,5.0,7.0,4.0,"sat, then went into a down",Righ,3.0,1.0,2.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,No,,,,,5.0,1.0,1.0,3.0,1.0,No,5.0,4.0,2.0,4.0,2.0,4.0,4.5,20.0,2.5,16.0,3.333333333333333,32.0,3.5,2.5,3.5,4.75,480,4.0,225.0,-0.75,2.75,48.0,4.0,15.0,2.0,3.0,-2.0,1.75,8.0,1.75,6.0,2.333333333333333,9.0,,1.0,,1.0,,1.0,3.0,15.0,0.0,5.0,5.0
Zac,07-04-LZ,1,2019-07-29,A,LR,M,Z1,Private breeder,2018-04-06,2019-07-02,2019-10-25,115 days,W,Fail,Fail,15:02:37,0:18:01,1.0,5.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,6,3,4,3,3,2.0,2.0,5.0,3.0,4.0,6.0,5.0,Very boisterous and misbehaved jumping up at handler regularly. ,Righ,4.0,1.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,No,1.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,No,4.0,4.0,1.0,1.0,1.0,1.0,3.5,12.0,2.5,11.0,2.6666666666666665,12.0,4.0,1.0,1.0,4.0,216,3.0,60.0,-1.0,4.25,300.0,2.5,6.0,2.5,6.0,1.0,2.25,16.0,1.75,4.0,1.0,1.0,1.0,1.0,1.5,2.0,3.0,8.0,2.333333333333333,8.0,2.0,3.0,16.0
Goober,07-01-LG,1,2019-07-29,B,LRxGR,M,G1,IGDB,2018-04-15,2019-07-02,2020-02-03,216 days,GD,Success,Success,13:39:35,0:16:58,1.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,5,4,5,5,4.0,4.0,5.0,4.0,5.0,5.0,5.0,"broke sit, whined, nudged handler, ",Left,3.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,No,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,No,4.0,4.0,1.0,1.0,2.0,4.0,4.5,20.0,2.5,16.0,2.6666666666666665,12.0,3.5,2.5,3.5,4.75,500,4.5,400.0,-0.25,3.0,60.0,3.5,10.0,2.0,4.0,0.0,2.5,27.0,1.25,2.0,3.0,16.0,2.5,6.0,2.0,3.0,2.0,3.0,2.333333333333333,9.0,1.0,3.333333333333333,36.0
Gav,07-12-LG,1,2019-08-21,A,LRxGR,M,G1,IGDB,2018-04-15,2019-06-16,2020-01-28,226 days,AD,Success,Success,13:37:19,0:17:07,2.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,3,2,4,1,3,2.0,4.0,6.0,2.0,5.0,4.0,5.0,Unsettled and jumping up at handler after sitting for a short while ,Both,3.0,3.0,5.0,4.0,6.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,1.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,No,4.0,6.0,1.5,2.0,2.0,4.0,3.5,10.0,1.5,6.0,1.6666666666666667,3.0,3.0,1.8333333333333333,0.0,2.5,24,3.75,144.0,1.25,4.25,300.0,3.5,6.0,1.0,1.0,0.0,2.25,16.0,1.75,4.0,2.333333333333333,9.0,2.0,3.0,2.5,6.0,2.5,6.0,3.6666666666666665,40.0,0.0,3.333333333333333,36.0
Gilli,07-15-LG,1,2019-08-21,A,LRxGR,F,G1,IGDB,2018-04-15,2019-07-29,2019-10-01,64 days,W,Fail,Fail,14:45:51,0:12:40,1.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,3,2,2,4,1,2.0,3.0,3.0,3.0,3.0,4.0,4.0,Wanted to jump but modulated well,Righ,3.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,No,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,No,3.0,4.0,1.0,1.0,2.5,6.0,3.0,9.0,0.5,3.0,1.6666666666666667,3.0,2.5,2.5,1.8333333333333333,2.75,48,2.25,18.0,-0.5,2.75,48.0,3.0,5.0,1.0,1.0,0.0,2.75,36.0,1.25,2.0,3.333333333333333,32.0,1.0,1.0,1.0,1.0,2.0,3.0,3.333333333333333,36.0,-1.0,2.333333333333333,9.0
Effie,07-13-LE,1,2019-08-21,B,LRx,F,E1,IGDB,2018-03-12,2019-07-30,2020-02-03,188 days,GD,Success,Success,12:47:14,0:15:52,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,4,3,4,1,3.0,3.0,3.0,3.0,3.0,5.0,2.0,sits calmly,Left,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,No,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,No,5.0,5.0,2.0,4.0,1.5,2.0,3.0,9.0,1.5,7.0,2.333333333333333,8.0,4.0,2.5,3.5,3.0,48,2.5,27.0,-0.5,2.0,12.0,2.5,4.0,1.0,1.0,0.0,2.5,27.0,1.25,2.0,3.333333333333333,32.0,2.0,3.0,2.0,3.0,2.5,4.0,3.333333333333333,32.0,-1.0,4.0,60.0
Harvey,08-02-LH,1,2019-09-18,A,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2020-01-28,160 days,AD,Success,Success,14:21:40,0:11:56,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,2,2,2,4,2,2.0,2.0,4.0,2.0,2.0,4.0,4.0,Does stand from seated position half way through concentration but no inappropriate behaviour - very excited.,Righ,4.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,No,1.0,1.0,3.0,4.0,3.0,4.0,1.0,,1.0,No,4.0,4.0,1.5,2.0,1.0,1.0,2.0,4.0,1.0,3.0,3.333333333333333,32.0,2.5,1.0,0.0,2.5,32,2.5,32.0,0.0,2.75,32.0,4.5,18.0,2.0,3.0,-2.0,2.5,24.0,1.75,6.0,1.6666666666666667,3.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,3.0,3.0,3.6666666666666665,48.0
Gretel,07-14-LG,1,2019-08-21,B,LRxGR,F,G1,IGDB,2018-04-15,2019-07-21,2019-11-29,131 days,AD,Success,Success,14:17:50,0:13:47,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,5,4,4,5,4,4.0,4.0,5.0,4.0,5.0,5.0,5.0,dog jumps up at handler once,None,3.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,No,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,No,4.0,4.0,1.0,1.0,2.5,6.0,4.5,20.0,2.0,14.0,3.333333333333333,36.0,2.0,0.1666666666666666,2.333333333333333,4.5,400,4.25,320.0,-0.25,3.0,60.0,3.5,10.0,1.5,2.0,-1.0,2.5,27.0,2.5,27.0,3.6666666666666665,48.0,1.0,1.0,1.0,1.0,2.0,3.0,2.333333333333333,8.0,0.0,2.6666666666666665,12.0
Jojo,08-13-LJ,1,2019-09-23,A,LR,F,J1,IGDB,2018-07-03,2019-08-28,2019-11-29,93 days,AD,Success,Success,14:56:40,0:14:13,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,3,3,3,3,3,3.0,2.0,3.0,3.0,3.0,6.0,5.0,"Whining, jumping up, backing up",Both,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,No,1.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,No,4.0,4.0,1.5,2.0,1.0,1.0,3.0,9.0,2.0,8.0,2.6666666666666665,16.0,3.0,1.1666666666666667,0.0,3.0,81,2.75,54.0,-0.25,2.75,30.0,2.5,4.0,1.5,2.0,1.0,3.0,48.0,1.5,3.0,3.0,27.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,2.0,3.6666666666666665,48.0
Harry,08-01-LH,1,2019-09-18,B,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2019-11-29,100 days,AD,Success,Success,13:56:34,0:13:18,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,3,3,4,4,4,3.0,4.0,5.0,3.0,3.0,4.0,4.0,"sat, went to nudge kong ",Righ,4.0,1.0,1.0,2.0,6.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,No,4.0,4.0,1.5,2.0,2.0,4.0,3.0,9.0,1.0,5.0,2.6666666666666665,12.0,2.0,2.5,2.1666666666666665,3.5,144,4.0,240.0,0.5,2.75,32.0,4.5,18.0,2.5,6.0,-1.0,1.5,4.0,1.5,3.0,1.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.3333333333333333,2.0,2.0,2.6666666666666665,12.0
Irrie,09-01-LI,1,2019-10-02,A,LRxGR,F,I1,IGDB,2018-06-28,2019-09-04,2020-07-27,327 days,GD,Success,Success,14:43:32,0:17:43,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,6,4,3,2,3,3.0,2.0,3.0,3.0,4.0,6.0,4.0,Excited and activated - regularly lift hind quarters off the floor and changing position. No terrible inappropriate behaviour shown and no jumping up. Didnt notice kong until shown by the handler as she was very distracted by the assessor that had passed with the teddy and/or food etc. ,None,3.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,2.0,2.0,No,1.0,2.0,3.0,4.0,3.0,4.0,2.0,,1.0,No,2.0,4.0,1.0,1.0,1.0,1.0,3.5,12.0,2.5,11.0,1.3333333333333333,2.0,3.0,0.6666666666666666,0.0,3.75,144,2.75,54.0,-1.0,2.5,24.0,4.0,12.0,2.5,6.0,1.0,2.25,16.0,1.5,3.0,2.0,2.0,2.0,3.0,2.5,6.0,3.0,8.0,2.0,3.0,2.0,3.0,24.0
Judson,09-02-LJ,1,2019-10-02,A,LR,M,J1,IGDB,2018-07-03,2019-09-04,2020-06-08,278 days,GD,Success,Success,14:13:07,0:17:43,2.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,3,3,3,5,3,3.0,2.0,3.0,4.0,4.0,6.0,5.0,Doesnt jump up but barks and whines.,None,3.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,,1.0,1.0,1.0,,1.0,1.0,2.0,No,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,3.0,No,4.0,3.0,1.5,2.0,1.0,1.0,4.0,16.0,3.0,15.0,2.333333333333333,8.0,2.5,0.8333333333333334,0.0,3.5,135,2.75,54.0,-0.75,2.75,30.0,3.5,10.0,1.5,2.0,-1.0,1.75,6.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.333333333333333,75.0,0.0,3.333333333333333,36.0
Josie,09-03-LJ,1,2019-10-02,A,LR,F,J1,IGDB,2018-07-03,2019-09-04,2020-08-17,348 days,GD,Success,Success,15:15:56,0:17:43,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,1,3,4,1,3,2.0,2.0,1.0,1.0,1.0,6.0,2.0,"At first seems partially interested but does turn attention away every now and then. Quickly loses interest, walks away/explores. Handler calls back and the dog gets more interested - higher activation and barking from excitement. ",Righ,3.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,No,1.0,1.0,5.0,4.0,5.0,1.0,3.0,1.0,5.0,No,4.0,3.0,1.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6666666666666667,3.0,3.5,1.8333333333333333,1.6666666666666667,2.25,12,2.0,12.0,-0.25,2.0,12.0,3.5,10.0,1.5,2.0,-1.0,3.0,48.0,2.25,16.0,4.0,60.0,3.0,5.0,3.0,5.0,2.5,4.0,3.6666666666666665,25.0,-2.0,4.333333333333333,80.0
Hans,08-03-LH,1,2019-09-23,B,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2020-02-12,175 days,AD,Success,Success,15:23:01,0:14:52,2.0,5.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4,4,3,5,4,4.0,4.0,4.0,4.0,5.0,6.0,2.0,sits calmly,,2.0,3.0,1.0,,7.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,No,1.0,1.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,No,5.0,4.0,1.5,2.0,3.0,8.0,4.5,20.0,1.5,12.0,3.0,24.0,2.5,3.5,3.5,4.0,240,4.0,256.0,0.0,1.6666666666666667,4.0,4.0,7.0,1.0,1.0,0.0,2.25,18.0,1.25,2.0,1.6666666666666667,4.0,2.5,4.0,2.5,4.0,3.0,5.0,2.6666666666666665,10.0,-1.0,4.666666666666667,100.0
Jira,08-11-LJ,1,2019-09-23,B,LR,F,J1,IGDB,2018-07-03,2019-08-28,2020-02-03,159 days,GD,Success,Success,14:03:02,0:13:59,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,4,5,5,6,3,4.0,4.0,6.0,4.0,5.0,7.0,2.0,sat,None,2.0,1.0,,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,No,2.0,4.0,1.0,1.0,1.0,1.0,4.5,20.0,3.5,19.0,2.6666666666666665,18.0,2.5,3.5,1.0,5.0,600,4.25,288.0,-0.75,2.0,8.0,2.5,4.0,1.5,2.0,1.0,2.5,24.0,1.75,6.0,3.333333333333333,32.0,2.0,3.0,2.0,3.0,2.5,4.0,3.6666666666666665,40.0,-1.0,3.0,24.0
Harmony,08-04-LH,1,2019-09-18,B,LRxGR,F,H1,IGDB,2018-05-11,2019-08-21,2019-11-29,100 days,AD,Success,Success,14:38:57,0:12:20,3.0,3.0,2.0,,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2,3,3,5,4,3.0,3.0,5.0,3.0,3.0,4.0,5.0,jumps at handler twice,None,3.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,No,1.0,4.0,2.5,6.0,1.0,1.0,3.0,9.0,2.0,8.0,2.333333333333333,12.0,3.5,1.1666666666666667,2.5,3.25,90,3.75,180.0,0.5,2.75,30.0,3.5,10.0,2.0,2.0,,1.75,8.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,2.0,2.6666666666666665,12.0
